Date,Time,Transaction,Item
2016-10-30,11:12:56,31,Value14
2016-10-30,11:16:15,32,Value2
2016-10-30,11:16:15,32,Value6
2016-10-30,11:22:49,33,Value7
2016-10-30,11:25:45,34,Value7
2016-10-30,11:25:45,34,Value6
2016-10-30,11:27:34,35,Value6
2016-10-30,11:27:34,35,Value2
2016-10-30,11:33:08,36,Value12
2016-10-30,11:33:08,36,Value1
2016-10-30,11:37:10,37,Value7
2016-10-30,11:37:10,37,Value1
2016-10-30,11:37:10,37,NONE
2016-10-30,11:42:40,38,Value1
2016-10-30,11:42:40,38,Value12
2016-10-30,11:44:31,39,Value2
2016-10-30,11:55:51,40,Juice
2016-10-30,11:55:51,40,NONE
2016-10-30,11:55:51,40,Value13
2016-10-30,11:55:51,40,Value7
2016-10-30,11:55:51,40,Value6
2016-10-30,11:57:06,41,Value2
2016-10-30,11:57:45,42,Value1
2016-10-30,11:57:45,42,Value12
2016-10-30,12:00:22,43,Value2
2016-10-30,12:00:22,43,Fudge
2016-10-30,12:05:47,44,Value7
2016-10-30,12:05:47,44,Value9
2016-10-30,12:08:36,45,Value7
2016-10-30,12:08:36,45,Value3
2016-10-30,12:08:36,45,Value9
2016-10-30,12:09:04,46,Value7
2016-10-30,12:15:29,47,Value15
2016-10-30,12:15:29,47,Juice
2016-10-30,12:15:29,47,Value1
2016-10-30,12:15:29,47,Value6
2016-10-30,12:15:29,47,Value4
2016-10-30,12:17:02,48,Value7
2016-10-30,12:23:01,49,Value7
2016-10-30,12:23:01,49,Value7
2016-10-30,12:23:01,49,Value9
2016-10-30,12:25:11,50,Value1
2016-10-30,12:25:11,50,Value16
2016-10-30,12:26:58,51,Value1
2016-10-30,12:28:07,52,Value2
2016-10-30,12:33:08,54,Value1
2016-10-30,12:38:06,55,Value18
2016-10-30,12:38:06,55,Value7
2016-10-30,12:38:06,55,Value12
2016-10-30,12:38:06,55,Value17
2016-10-30,12:39:27,56,Value7
2016-10-30,12:39:27,56,Value18
2016-10-30,12:45:48,57,Value2
2016-10-30,12:59:29,58,Value16
2016-10-30,12:59:29,58,Value3
2016-10-30,12:59:29,58,Value12
2016-10-30,12:59:29,58,Value19
2016-10-30,13:02:04,59,Value12
2016-10-30,13:02:04,59,NONE
2016-10-30,13:14:04,60,Value5
2016-10-30,13:14:04,60,Value7
2016-10-30,13:14:04,60,Juice
2016-10-30,13:14:04,60,Value7
2016-10-30,13:15:38,61,Value7
2016-10-30,13:24:00,62,Value20
2016-10-30,13:24:00,62,Value17
2016-10-30,13:24:00,62,Value17
2016-10-30,13:24:00,62,Value7
2016-10-30,13:24:00,62,Value21
2016-10-30,13:24:00,62,Value7
2016-10-30,13:33:12,63,Value7
2016-10-30,13:34:07,64,Cake
2016-10-30,13:37:25,65,NONE
2016-10-30,13:37:25,65,Value13
2016-10-30,13:37:25,65,Value22
2016-10-30,13:37:25,65,Value12
2016-10-30,13:37:25,65,Value7
2016-10-30,13:40:20,66,Value17
2016-10-30,13:40:20,66,Value18
2016-10-30,13:40:20,66,Value10
2016-10-30,13:46:48,67,Value17
2016-10-30,13:46:48,67,NONE
2016-10-30,13:46:48,67,Value10
2016-10-30,13:46:48,67,Value6
2016-10-30,13:49:36,68,Value18
2016-10-30,13:49:36,68,Value7
2016-10-30,13:49:36,68,Value12
2016-10-30,13:49:36,68,Value2
2016-10-30,13:49:36,68,Chicken sand
2016-10-30,13:51:49,69,Value1
2016-10-30,13:51:49,69,Value12
2016-10-30,13:51:49,69,Value16
2016-10-30,13:54:42,70,Fudge
2016-10-30,13:56:08,71,Value6
2016-10-30,14:21:38,72,Value7
2016-10-30,14:21:38,72,Value1
2016-10-30,14:22:39,73,Value1
2016-10-30,14:24:03,74,Value7
2016-10-30,14:24:03,74,Value1
2016-10-30,14:32:26,75,NONE
2016-10-30,14:32:26,75,Value4
2016-10-30,14:32:26,75,Value18
2016-10-30,14:32:49,76,Value7
2016-10-30,14:35:36,77,Value2
2016-10-30,14:42:29,78,Fudge
2016-10-30,14:45:44,79,Fudge
2016-10-30,14:45:44,79,Value12
2016-10-30,14:45:44,79,Value7
2016-10-30,14:45:44,79,Value6
2016-10-30,14:48:40,80,Value18
2016-10-30,14:48:40,80,Value1
2016-10-30,14:48:40,80,Value7
2016-10-31,08:28:31,81,Value7
2016-10-31,08:28:31,81,Cake
2016-10-31,08:47:05,82,Value13
2016-10-31,08:47:05,82,NONE
2016-10-31,08:47:05,82,Value1
2016-10-31,08:57:47,83,Value7
2016-10-31,08:57:47,83,Value1
2016-10-31,09:04:06,84,Value1
2016-10-31,09:10:09,85,Value7
2016-10-31,09:10:09,85,Value7
2016-10-31,09:10:09,85,Value8
2016-10-31,09:10:09,85,Value9
2016-10-31,09:11:08,86,Juice
2016-10-31,09:12:56,87,Value1
2016-10-31,09:16:01,88,Value7
2016-10-31,09:16:01,88,Value7
2016-10-31,09:16:01,88,Value4
2016-10-31,09:19:41,89,Value1
2016-10-31,09:20:12,90,Value1
2016-10-31,09:20:12,90,Value7
2016-10-31,09:22:48,91,Value12
2016-10-31,09:22:48,91,NONE
2016-10-31,09:27:11,92,Value7
2016-10-31,09:29:23,93,Value1
2016-10-31,09:29:23,93,Coke
2016-10-31,09:39:09,94,Value7
2016-10-31,09:39:09,94,Value7
2016-10-31,09:43:37,95,Value12
2016-10-31,09:43:37,95,Value8
2016-10-31,09:43:37,95,Value11
2016-10-31,09:46:48,96,Value8
2016-10-31,09:46:48,96,Value8
2016-10-31,09:46:48,96,Value7
2016-10-31,09:46:48,96,Juice
2016-10-31,09:51:11,97,Value7
2016-10-31,09:51:11,97,Value8
2016-10-31,09:51:11,97,Juice
2016-10-31,09:52:22,98,Value11
2016-10-31,09:56:37,99,Value8
2016-10-31,09:56:37,99,Value8
2016-10-31,09:56:37,99,Value7
2016-10-31,09:56:37,99,Value1
2016-10-31,09:58:06,100,Value1
2016-10-31,10:04:02,101,Value7
2016-10-31,10:04:02,101,Value8
2016-10-31,10:04:44,102,Value11
2016-10-31,10:07:40,103,NONE
2016-10-31,10:07:40,103,Value1
2016-10-31,10:12:48,104,Value7
2016-10-31,10:12:48,104,Value7
2016-10-31,10:12:48,104,Value9
2016-10-31,10:12:48,104,Value6
2016-10-31,10:12:48,104,Value7
2016-10-31,10:21:29,105,Value7
2016-10-31,10:21:29,105,Value12
2016-10-31,10:21:29,105,NONE
2016-10-31,10:21:29,105,Cake
2016-10-31,10:24:21,106,Value7
2016-10-31,10:24:21,106,Value7
2016-10-31,10:24:21,106,Value8
2016-10-31,10:24:21,106,Value8
2016-10-31,10:27:30,107,Value7
2016-10-31,10:27:30,107,Value12
2016-10-31,10:31:05,108,Value11
2016-10-31,10:31:05,108,Value6
2016-10-31,10:35:23,109,Value1
2016-10-31,10:35:23,109,Value6
2016-10-31,10:35:23,109,Value8
2016-10-31,10:36:37,110,Value8
2016-10-31,10:38:09,111,Value7
2016-10-31,10:59:17,112,Value7
2016-10-31,11:02:37,113,Value7
2016-10-31,11:02:37,113,Cake
2016-10-31,11:05:45,114,Value11
2016-10-31,11:08:53,115,Value1
2016-10-31,11:11:01,116,Value7
2016-10-31,11:13:08,117,Value5
2016-10-31,11:13:08,117,Cake
2016-10-31,11:13:08,117,Value7
2016-10-31,11:13:08,117,My-5 Fruit Shoot
2016-10-31,11:18:29,118,Value5
2016-10-31,11:18:29,118,Value5
2016-10-31,11:18:29,118,Value12
2016-10-31,11:18:29,118,Value8
2016-10-31,11:25:56,119,Value7
2016-10-31,11:25:56,119,Value7
2016-10-31,11:25:56,119,Value6
2016-10-31,11:29:01,120,Value11
2016-10-31,11:30:59,121,Value7
2016-10-31,11:30:59,121,Value1
2016-10-31,11:37:30,122,Value5
2016-10-31,11:42:05,123,Value4
2016-10-31,11:42:05,123,NONE
2016-10-31,11:42:05,123,Value7
2016-10-31,11:42:05,123,Value7
2016-10-31,11:42:05,123,Juice
2016-10-31,11:43:10,124,Value7
2016-10-31,11:43:10,124,Value19
2016-10-31,11:47:18,125,Value12
2016-10-31,11:52:43,126,Value7
2016-10-31,11:52:43,126,Value4
2016-10-31,11:53:11,127,Value11
2016-10-31,11:55:00,128,NONE
2016-10-31,11:55:00,128,Value13
2016-10-31,11:55:00,128,Value7
2016-10-31,11:55:00,128,Value12
2016-10-31,11:59:23,129,Value7
2016-10-31,11:59:23,129,Value7
2016-10-31,11:59:23,129,Cake
2016-10-31,12:03:12,130,Value7
2016-10-31,12:03:12,130,Value7
2016-10-31,12:03:12,130,Value6
2016-10-31,12:08:28,131,Value1
2016-10-31,12:08:28,131,Value7
2016-10-31,12:14:20,132,Value12
2016-10-31,12:14:20,132,Juice
2016-10-31,12:14:20,132,Value20
2016-10-31,12:14:20,132,Value5
2016-10-31,12:16:32,133,Value17
2016-10-31,12:16:32,133,Value19
2016-10-31,12:19:37,134,Value17
2016-10-31,12:19:37,134,Value12
2016-10-31,12:19:37,134,Value11
2016-10-31,12:20:21,135,Value1
2016-10-31,12:27:41,136,Value12
2016-10-31,12:27:41,136,Value19
2016-10-31,12:37:07,137,Value11
2016-10-31,12:43:35,138,Value19
2016-10-31,12:43:35,138,Value17
2016-10-31,12:43:35,138,Value7
2016-10-31,12:50:57,139,Value1
2016-10-31,12:50:57,139,Value6
2016-10-31,12:50:57,139,Value17
2016-10-31,12:53:33,140,Value7
2016-10-31,12:53:33,140,Value7
2016-10-31,12:53:33,140,Value5
2016-10-31,12:54:28,141,Value1
2016-10-31,12:56:47,142,Value12
2016-10-31,12:56:47,142,Value6
2016-10-31,12:59:08,143,Value12
2016-10-31,13:02:11,144,Value19
2016-10-31,13:02:11,144,Value17
2016-10-31,13:05:49,145,Value7
2016-10-31,13:05:49,145,Value12
2016-10-31,13:05:49,145,Focaccia
2016-10-31,13:08:30,146,Sandwich
2016-10-31,13:09:31,147,Value13
2016-10-31,13:09:31,147,Value7
2016-10-31,13:21:17,148,Fudge
2016-10-31,13:21:17,148,Value7
2016-10-31,13:21:17,148,Value7
2016-10-31,13:26:03,149,Value7
2016-10-31,13:31:33,150,Value1
2016-10-31,13:50:17,151,Coke
2016-10-31,13:50:17,151,Value19
2016-10-31,13:51:18,152,Value6
2016-10-31,13:55:22,153,Value12
2016-10-31,13:55:22,153,Value7
2016-10-31,13:55:22,153,Value5
2016-10-31,13:55:22,153,Value6
2016-10-31,14:00:21,154,Value22
2016-10-31,14:00:21,154,Value17
2016-10-31,14:00:21,154,Value7
2016-10-31,14:00:21,154,Coke
2016-10-31,14:01:30,155,Value12
2016-10-31,14:01:30,155,Value6
2016-10-31,14:01:30,155,Sandwich
2016-10-31,14:04:16,156,Value7
2016-10-31,14:04:16,156,Value6
2016-10-31,14:05:07,157,Value7
2016-10-31,14:05:07,157,Value1
2016-10-31,14:20:29,158,Value7
2016-10-31,14:20:29,158,Value6
2016-10-31,14:22:31,159,Value1
2016-10-31,14:22:31,159,Value3
2016-10-31,14:22:31,159,Value5
2016-10-31,14:35:27,160,Value10
2016-10-31,14:35:27,160,Value6
2016-10-31,14:42:34,161,Value12
2016-10-31,14:44:48,162,Value6
2016-10-31,14:47:16,163,Value7
2016-10-31,14:47:16,163,Juice
2016-10-31,14:47:36,164,Value7
2016-10-31,14:47:36,164,Value6
2016-10-31,14:48:49,165,Value12
2016-10-31,14:49:28,166,Value7
2016-10-31,14:49:28,166,Value6
2016-10-31,14:50:42,167,Sandwich
2016-10-31,14:50:42,167,Value17
2016-10-31,14:50:42,167,Value1
2016-10-31,14:50:42,167,Value10
2016-10-31,14:56:25,168,Value12
2016-10-31,14:56:25,168,Value7
2016-10-31,15:05:17,169,Value10
2016-10-31,15:16:49,170,Value7
2016-10-31,15:20:16,171,Value19
2016-10-31,15:20:16,171,Value12
2016-10-31,17:06:47,172,Value1
2016-10-31,17:06:47,172,Value7
2016-10-31,17:08:09,173,Value1
2016-10-31,17:08:09,173,Value6
2016-10-31,17:40:21,174,Value7
2016-10-31,17:49:42,175,Value1
2016-10-31,18:22:24,176,Value5
2016-10-31,18:22:24,176,Value7
2016-11-01,07:51:20,178,Value7
2016-11-01,07:51:20,178,Value8
2016-11-01,08:20:50,179,Value7
2016-11-01,08:20:50,179,Value8
2016-11-01,08:22:28,180,Value4
2016-11-01,08:22:28,180,Value12
2016-11-01,08:45:20,181,Value12
2016-11-01,08:45:20,181,Value12
2016-11-01,09:07:47,182,Value8
2016-11-01,09:07:47,182,Value8
2016-11-01,09:07:47,182,Value15
2016-11-01,09:09:26,183,Value8
2016-11-01,09:26:03,184,Value11
2016-11-01,09:26:03,184,NONE
2016-11-01,09:26:03,184,Value12
2016-11-01,09:29:25,185,Value12
2016-11-01,09:29:25,185,Value16
2016-11-01,09:43:13,186,Value12
2016-11-01,09:43:13,186,Value8
2016-11-01,10:02:27,187,Value1
2016-11-01,10:04:05,188,Value7
2016-11-01,10:29:02,189,Value1
2016-11-01,10:29:02,189,Value7
2016-11-01,10:34:53,190,Value7
2016-11-01,10:34:53,190,Value8
2016-11-01,10:34:53,190,Value8
2016-11-01,10:50:50,191,Value19
2016-11-01,10:50:50,191,Value12
2016-11-01,10:56:08,192,NONE
2016-11-01,10:56:08,192,Value1
2016-11-01,11:00:48,193,Value7
2016-11-01,11:04:36,194,Value1
2016-11-01,11:04:36,194,Value1
2016-11-01,11:06:09,195,Value1
2016-11-01,11:06:09,195,NONE
2016-11-01,11:06:09,195,Value2
2016-11-01,11:08:18,196,Value1
2016-11-01,11:08:18,196,Cake
2016-11-01,11:08:18,196,Value5
2016-11-01,11:10:11,197,Value7
2016-11-01,11:10:11,197,Value7
2016-11-01,11:10:11,197,Value12
2016-11-01,11:11:58,198,Value7
2016-11-01,11:11:58,198,Value5
2016-11-01,11:13:20,199,Value7
2016-11-01,11:16:30,200,Value1
2016-11-01,11:22:36,201,NONE
2016-11-01,11:22:36,201,Value7
2016-11-01,11:22:36,201,Value8
2016-11-01,11:23:19,202,Value7
2016-11-01,11:23:19,202,Value7
2016-11-01,11:25:53,203,Value7
2016-11-01,11:30:00,204,Value2
2016-11-01,11:30:00,204,Value1
2016-11-01,11:49:31,205,Value7
2016-11-01,11:49:31,205,Value7
2016-11-01,11:49:31,205,Value8
2016-11-01,11:54:17,206,Value2
2016-11-01,11:54:17,206,Value7
2016-11-01,11:54:17,206,Value8
2016-11-01,12:03:37,207,Value17
2016-11-01,12:03:37,207,Value7
2016-11-01,12:03:37,207,Value6
2016-11-01,12:10:09,208,Value1
2016-11-01,12:10:38,209,Value7
2016-11-01,12:12:26,210,Value2
2016-11-01,12:15:36,211,Value19
2016-11-01,12:15:36,211,Value7
2016-11-01,12:20:30,212,Value7
2016-11-01,12:20:30,212,Value5
2016-11-01,12:20:30,212,Value13
2016-11-01,12:22:04,213,Value1
2016-11-01,12:26:43,214,Value1
2016-11-01,12:26:43,214,Value12
2016-11-01,12:26:43,214,Value12
2016-11-01,12:30:30,215,Value8
2016-11-01,12:30:30,215,Value7
2016-11-01,12:31:30,216,Value13
2016-11-01,12:31:30,216,Value7
2016-11-01,12:33:31,217,Value1
2016-11-01,12:33:31,217,Value5
2016-11-01,12:37:29,218,Sandwich
2016-11-01,12:41:16,219,Value13
2016-11-01,12:49:16,220,Value1
2016-11-01,12:49:16,220,Value8
2016-11-01,12:53:18,221,Value1
2016-11-01,12:53:18,221,Value2
2016-11-01,13:08:46,222,Value2
2016-11-01,13:11:34,223,Alfajores
2016-11-01,13:11:34,223,Value7
2016-11-01,13:15:08,224,Value7
2016-11-01,13:19:00,225,Value7
2016-11-01,13:19:00,225,Coke
2016-11-01,13:19:00,225,Value19
2016-11-01,13:21:52,226,Cake
2016-11-01,13:31:35,227,Value12
2016-11-01,13:31:35,227,Sandwich
2016-11-01,13:31:35,227,Value19
2016-11-01,13:33:54,228,Value7
2016-11-01,13:37:48,229,Value17
2016-11-01,13:37:48,229,Value1
2016-11-01,13:41:53,230,Alfajores
2016-11-01,13:45:21,231,Cake
2016-11-01,14:10:03,232,Value12
2016-11-01,14:10:03,232,Value12
2016-11-01,14:10:03,232,Value1
2016-11-01,14:13:26,233,Value7
2016-11-01,14:13:26,233,Value12
2016-11-01,14:13:26,233,Value1
2016-11-01,14:13:26,233,Value19
2016-11-01,14:14:01,234,Value7
2016-11-01,14:14:01,234,Value7
2016-11-01,14:18:52,235,Value2
2016-11-01,14:22:07,236,Fudge
2016-11-01,14:25:14,237,Value7
2016-11-01,14:25:14,237,Sandwich
2016-11-01,14:37:16,238,Value12
2016-11-01,14:37:16,238,Value1
2016-11-01,14:37:16,238,Value5
2016-11-01,14:37:16,238,Value8
2016-11-01,14:37:26,239,Value6
2016-11-01,14:42:31,240,Value2
2016-11-01,14:54:33,241,Value4
2016-11-01,14:54:33,241,Value12
2016-11-01,15:02:23,242,Juice
2016-11-01,15:02:23,242,Value12
2016-11-01,15:02:23,242,Alfajores
2016-11-01,15:18:43,243,Cake
2016-11-01,15:18:43,243,Value6
2016-11-01,15:18:43,243,Value7
2016-11-01,15:18:43,243,Value19
2016-11-01,15:33:18,244,Value3
2016-11-01,15:33:18,244,Cake
2016-11-01,15:33:18,244,Value7
2016-11-01,15:37:30,245,Cake
2016-11-01,15:37:30,245,Value5
2016-11-01,15:48:44,246,Value12
2016-11-01,15:48:44,246,Value1
2016-11-01,16:07:11,247,Alfajores
2016-11-01,16:07:11,247,Value7
2016-11-01,16:07:11,247,Value7
2016-11-01,16:07:11,247,Value7
2016-11-01,16:07:11,247,Juice
2016-11-01,16:08:22,248,Value7
2016-11-01,16:08:22,248,Value12
2016-11-01,16:08:22,248,Value19
2016-11-01,16:10:03,249,Value3
2016-11-01,16:10:42,250,Value5
2016-11-01,16:26:55,251,Value7
2016-11-01,16:26:55,251,Value9
2016-11-01,16:28:57,252,Value1
2016-11-01,16:28:57,252,Eggs
2016-11-01,17:46:13,253,Value2
2016-11-01,18:43:55,254,Value9
2016-11-02,08:02:20,255,Value7
2016-11-02,08:02:20,255,Value7
2016-11-02,08:02:20,255,Value8
2016-11-02,08:05:03,256,Value7
2016-11-02,08:05:03,256,Value1
2016-11-02,08:07:05,257,Value1
2016-11-02,08:07:05,257,Value7
2016-11-02,08:07:05,257,Value8
2016-11-02,08:07:05,257,NONE
2016-11-02,08:08:45,258,Value7
2016-11-02,08:08:45,258,Value8
2016-11-02,08:11:35,259,Value8
2016-11-02,08:12:03,260,Value7
2016-11-02,08:12:51,261,Value7
2016-11-02,08:29:04,262,Value7
2016-11-02,08:29:04,262,Value3
2016-11-02,08:29:04,262,Value8
2016-11-02,08:53:32,263,Coke
2016-11-02,09:02:24,264,Value7
2016-11-02,09:02:24,264,Value4
2016-11-02,09:03:13,265,Value12
2016-11-02,09:05:25,266,NONE
2016-11-02,09:05:25,266,Value1
2016-11-02,09:05:25,266,Value8
2016-11-02,09:18:53,267,Value7
2016-11-02,09:18:53,267,Alfajores
2016-11-02,09:18:53,267,Value11
2016-11-02,09:22:47,268,Value12
2016-11-02,09:22:47,268,Value8
2016-11-02,09:25:31,269,Value1
2016-11-02,09:27:58,270,Value7
2016-11-02,09:27:58,270,Value4
2016-11-02,09:33:47,271,Value7
2016-11-02,09:33:47,271,Value12
2016-11-02,09:33:47,271,Value7
2016-11-02,09:33:47,271,Value8
2016-11-02,09:35:10,272,Value11
2016-11-02,09:52:58,274,Value7
2016-11-02,09:52:58,274,NONE
2016-11-02,09:52:58,274,Value1
2016-11-02,09:52:58,274,Value8
2016-11-02,09:53:28,275,Value11
2016-11-02,09:54:47,276,Value7
2016-11-02,09:54:47,276,Value7
2016-11-02,09:54:47,276,Value8
2016-11-02,10:12:15,277,Value11
2016-11-02,10:13:27,278,Value7
2016-11-02,10:13:27,278,Value8
2016-11-02,10:15:48,279,NONE
2016-11-02,10:15:48,279,Value7
2016-11-02,10:17:22,280,Value7
2016-11-02,10:17:22,280,Value8
2016-11-02,10:29:56,281,Value1
2016-11-02,10:29:56,281,Value1
2016-11-02,10:37:45,282,Value1
2016-11-02,10:37:45,282,Value7
2016-11-02,10:37:45,282,Value8
2016-11-02,10:44:50,283,Value8
2016-11-02,10:44:50,283,Value7
2016-11-02,10:48:08,284,Value7
2016-11-02,10:48:08,284,Value11
2016-11-02,10:52:20,285,Value11
2016-11-02,10:52:20,285,Value11
2016-11-02,10:52:20,285,Value8
2016-11-02,10:53:48,286,Value1
2016-11-02,10:53:48,286,Juice
2016-11-02,10:53:48,286,Alfajores
2016-11-02,10:56:40,287,Value7
2016-11-02,10:56:40,287,Value8
2016-11-02,10:59:16,288,Value1
2016-11-02,10:59:16,288,Alfajores
2016-11-02,11:00:57,289,Value1
2016-11-02,11:03:49,290,Value7
2016-11-02,11:03:49,290,Value5
2016-11-02,11:04:47,291,Value7
2016-11-02,11:15:13,292,Value5
2016-11-02,11:29:15,293,Value17
2016-11-02,11:35:36,294,Value7
2016-11-02,11:39:45,295,Value4
2016-11-02,11:39:45,295,Value13
2016-11-02,11:39:45,295,Value1
2016-11-02,11:58:42,296,Value11
2016-11-02,11:58:42,296,Value2
2016-11-02,12:06:51,297,Value17
2016-11-02,12:06:51,297,Value7
2016-11-02,12:06:51,297,Value6
2016-11-02,12:06:51,297,Value2
2016-11-02,12:11:56,298,Value13
2016-11-02,12:11:56,298,Value20
2016-11-02,12:11:56,298,NONE
2016-11-02,12:11:56,298,Value7
2016-11-02,12:11:56,298,Coke
2016-11-02,12:14:15,299,Value1
2016-11-02,12:18:15,300,Value2
2016-11-02,12:18:15,300,Value11
2016-11-02,12:18:15,300,Alfajores
2016-11-02,12:18:15,300,Value7
2016-11-02,12:18:15,300,Value7
2016-11-02,12:24:06,301,Juice
2016-11-02,12:24:06,301,Value10
2016-11-02,12:24:06,301,Value19
2016-11-02,12:27:31,302,Value19
2016-11-02,12:27:31,302,Value12
2016-11-02,12:30:42,303,Juice
2016-11-02,12:30:42,303,Value12
2016-11-02,12:30:42,303,Value5
2016-11-02,12:30:42,303,Value19
2016-11-02,12:33:51,304,Value17
2016-11-02,12:33:51,304,Value12
2016-11-02,12:35:41,305,Fudge
2016-11-02,12:39:02,306,Value7
2016-11-02,12:39:02,306,Value10
2016-11-02,12:39:02,306,Juice
2016-11-02,12:39:02,306,Value19
2016-11-02,12:52:44,307,Value17
2016-11-02,12:54:49,308,Value17
2016-11-02,12:54:49,308,Value21
2016-11-02,12:56:40,309,Value17
2016-11-02,12:56:40,309,Value12
2016-11-02,13:02:57,310,Value7
2016-11-02,13:02:57,310,Sandwich
2016-11-02,13:02:57,310,Sandwich
2016-11-02,13:09:40,311,Value5
2016-11-02,13:09:40,311,Value11
2016-11-02,13:11:57,312,Value19
2016-11-02,13:11:57,312,Value12
2016-11-02,13:11:57,312,Juice
2016-11-02,13:12:44,313,Value19
2016-11-02,13:16:48,314,Value7
2016-11-02,13:23:56,316,Value1
2016-11-02,13:42:15,317,Value5
2016-11-02,13:42:15,317,Value12
2016-11-02,13:46:42,318,Value19
2016-11-02,13:46:42,318,Value17
2016-11-02,13:46:42,318,Value1
2016-11-02,13:50:59,319,Value7
2016-11-02,13:58:39,320,Value7
2016-11-02,14:00:37,321,Value7
2016-11-02,14:00:37,321,Value12
2016-11-02,14:01:20,322,Value1
2016-11-02,14:05:20,323,Value12
2016-11-02,14:11:14,324,Value7
2016-11-02,14:11:14,324,Value12
2016-11-02,14:11:50,325,Value7
2016-11-02,14:34:44,326,Fudge
2016-11-02,15:03:25,327,Value12
2016-11-02,15:25:57,328,Value19
2016-11-02,15:25:57,328,Value12
2016-11-02,15:33:54,329,Juice
2016-11-02,15:46:22,330,Alfajores
2016-11-02,15:57:42,331,Value1
2016-11-02,16:25:49,332,Value7
2016-11-02,16:25:49,332,Alfajores
2016-11-02,16:54:35,333,Juice
2016-11-02,16:54:35,333,Alfajores
2016-11-02,16:54:35,333,Value5
2016-11-02,16:54:35,333,Value20
2016-11-02,16:54:35,333,Value10
2016-11-02,17:01:56,334,Value7
2016-11-02,17:01:56,334,Alfajores
2016-11-02,17:41:01,335,Fudge
2016-11-02,18:08:40,336,Value22
2016-11-02,18:08:40,336,Juice
2016-11-02,18:13:04,337,Value7
2016-11-02,18:13:04,337,Value10
2016-11-02,18:13:04,337,Alfajores
2016-11-02,18:19:43,338,Value22
2016-11-02,18:19:43,338,Value7
2016-11-02,18:40:02,339,Alfajores
2016-11-03,07:46:50,340,Value7
2016-11-03,07:46:50,340,Value1
2016-11-03,07:50:50,341,Value9
2016-11-03,07:50:50,341,Value9
2016-11-03,08:01:08,342,Value9
2016-11-03,08:01:08,342,Value1
2016-11-03,08:07:16,343,Value11
2016-11-03,08:08:26,344,Value7
2016-11-03,08:08:26,344,Value8
2016-11-03,08:09:59,345,Value11
2016-11-03,08:15:21,346,NONE
2016-11-03,08:15:21,346,Value7
2016-11-03,08:15:21,346,Value7
2016-11-03,08:15:21,346,Value8
2016-11-03,08:15:21,346,Value8
2016-11-03,08:15:21,346,Value7
2016-11-03,08:40:43,347,Value9
2016-11-03,08:49:23,348,Value1
2016-11-03,08:49:23,348,NONE
2016-11-03,08:49:23,348,Value12
2016-11-03,08:49:23,348,Sandwich
2016-11-03,08:54:40,349,Value1
2016-11-03,09:00:24,350,Value4
